graphID,label,weight,GapW-M,averageDegree,avergaeTrianglesRate,ratioOfNodesInTriangles,GCC,ACC,density
N1500.K10.onp10.xc15.nc5.maxK20.mu0.1.t12.t23.om2.i1,1,0.084655377,0.253480005,20.07733333,9.210666667,1,0.5210701,0.597142142,0.013393818
N1500.K10.onp10.xc15.nc5.maxK20.mu0.1.t12.t23.om4.i1,1,0.14947774,0.445085346,19.04533333,6.942666667,1,0.441427058,0.561677995,0.012705359
N1500.K10.onp10.xc15.nc5.maxK20.mu0.1.t13.t21.om2.i1,1,0.08257146,0.247714381,19.86933333,9.476,1,0.575450055,0.650617959,0.013255059
N1500.K10.onp10.xc15.nc5.maxK20.mu0.1.t13.t21.om4.i1,1,0.115436182,0.342331628,19.576,7.313333333,1,0.454733875,0.56454096,0.013059373
N1500.K10.onp10.xc15.nc5.maxK20.mu0.1.t13.t23.om2.i1,1,0.082146536,0.244953472,19.82933333,9.212666667,1,0.558968274,0.631041754,0.013228374
N1500.K10.onp10.xc15.nc5.maxK20.mu0.1.t13.t23.om4.i1,1,0.121153216,0.361398825,19.216,7.175333333,1,0.463363182,0.571983526,0.012819213
N1500.K10.onp10.xc15.nc5.maxK20.mu0.2.t11.t21.om2.i1,1,0.086467353,0.249639064,19.05866667,7.539333333,1,0.442443369,0.500974677,0.012714254
N1500.K10.onp10.xc15.nc5.maxK20.mu0.2.t11.t21.om4.i1,1,0.091400206,0.258891715,18.75733333,5.217333333,0.995333333,0.313357536,0.417425806,0.012513231
N1500.K10.onp10.xc15.nc5.maxK20.mu0.2.t11.t23.om2.i1,1,0.129203324,0.380134848,18.75733333,7.036,0.999333333,0.42336801,0.487444741,0.012513231
N1500.K10.onp10.xc15.nc5.maxK20.mu0.2.t11.t23.om4.i1,1,0.102303878,0.284699481,18.38666667,4.802666667,0.998666667,0.302105175,0.397133834,0.012265955
N1500.K10.onp10.xc15.nc5.maxK20.mu0.2.t12.t21.om2.i1,1,0.071536141,0.211459427,19.544,6.599333333,1,0.395785854,0.457216936,0.013038025
N1500.K10.onp10.xc15.nc5.maxK20.mu0.2.t12.t21.om4.i1,1,0.088441733,0.252475073,19.42666667,5.603333333,0.997333333,0.341666667,0.423975987,0.012959751
N1500.K10.onp10.xc15.nc5.maxK20.mu0.2.t12.t23.om2.i1,1,0.083002525,0.243146044,19.49333333,7.010666667,1,0.427282824,0.485650157,0.013004225
N1500.K10.onp10.xc15.nc5.maxK20.mu0.2.t12.t23.om4.i1,1,0.124802945,0.367939443,19.51466667,5.536666667,1,0.332443792,0.421780979,0.013018457
N1500.K10.onp10.xc15.nc5.maxK20.mu0.2.t13.t21.om2.i1,1,0.047744872,0.141002333,19.36533333,6.278666667,1,0.403409578,0.449310982,0.012918835
N1500.K10.onp10.xc15.nc5.maxK20.mu0.2.t13.t21.om4.i1,1,0.074166754,0.210682436,19.37066667,5.49,0.999333333,0.348792884,0.420148936,0.012922393
N1500.K10.onp10.xc15.nc5.maxK20.mu0.2.t13.t23.om2.i1,1,0.095960669,0.28744019,19.68533333,6.894,1,0.427991998,0.475666736,0.01313231
N1500.K10.onp10.xc15.nc5.maxK20.mu0.2.t13.t23.om4.i1,1,0.0945031,0.272239638,19.448,5.548666667,0.999333333,0.34930472,0.424421638,0.012973983
N1500.K10.onp10.xc15.nc5.maxK80.mu0.1.t12.t21.om2.i1,1,0.042563808,0.106718631,17.26133333,6.593333333,0.98,0.234757014,0.594608964,0.011515232
N1500.K10.onp10.xc15.nc5.maxK80.mu0.1.t12.t21.om4.i1,1,0.201872935,0.431832064,17.34133333,5.738,0.978666667,0.202671837,0.56418499,0.011568601
N1500.K10.onp10.xc15.nc5.maxK80.mu0.1.t12.t23.om2.i1,1,0.074099071,0.184974861,17.41333333,7.144666667,0.972,0.262493571,0.590769798,0.011616633
N1500.K10.onp10.xc15.nc5.maxK80.mu0.1.t12.t23.om4.i1,1,0.183619953,0.388090702,18.50666667,6.644,0.98,0.207762065,0.577277737,0.012346008
N1500.K10.onp10.xc15.nc5.maxK80.mu0.1.t13.t21.om2.i1,0,0.002122769,-0.005772242,21.10666667,7.446666667,1,0.269262601,0.433159029,0.014080498
N1500.K10.onp10.xc15.nc5.maxK80.mu0.1.t13.t21.om4.i1,1,0.205698303,0.583859635,20.05866667,7.128666667,0.999333333,0.308096427,0.511401992,0.013381365
N1500.K10.onp10.xc15.nc5.maxK80.mu0.1.t13.t23.om2.i1,1,0.021847557,0.061925145,20.91733333,8.132666667,0.999333333,0.314677558,0.47949655,0.013954192
N1500.K10.onp10.xc15.nc5.maxK80.mu0.1.t13.t23.om4.i1,1,0.203460131,0.58564043,20.32533333,7.36,0.998,0.323741007,0.516982046,0.013559262
N1500.K10.onp10.xc15.nc5.maxK80.mu0.2.t12.t21.om2.i1,0,0.07769578,-0.182684297,16.864,4.869333333,0.946,0.181545523,0.428799859,0.011250167
N1500.K10.onp10.xc15.nc5.maxK80.mu0.2.t12.t21.om4.i1,1,0.177689829,0.337530769,18.09333333,5.138,0.969333333,0.166004925,0.441833825,0.012070269
N1500.K10.onp10.xc15.nc5.maxK80.mu0.2.t12.t23.om2.i1,1,0.011818123,0.028159717,16.89333333,4.836,0.952666667,0.181519418,0.432458114,0.011269735
N1500.K10.onp10.xc15.nc5.maxK80.mu0.2.t12.t23.om4.i1,1,0.036428981,0.060982794,17.69333333,4.956,0.952,0.16456733,0.436031455,0.011803425
N1500.K10.onp10.xc15.nc5.maxK80.mu0.2.t13.t21.om2.i1,0,0.040866771,-0.110857215,20.032,5.216666667,0.995333333,0.229147347,0.318131081,0.013363576
N1500.K10.onp10.xc15.nc5.maxK80.mu0.2.t13.t21.om4.i1,1,0.201960586,0.543817314,20.14133333,5.458666667,0.996,0.231068801,0.402525563,0.013436513
N1500.K10.onp10.xc15.nc5.maxK80.mu0.2.t13.t23.om2.i1,1,0.006479104,0.01733453,20.90133333,5.762,0.996666667,0.227695037,0.333900263,0.013943518
N1500.K10.onp10.xc15.nc5.maxK80.mu0.2.t13.t23.om4.i1,1,0.134982254,0.359357017,20.60533333,5.562,0.996,0.230718177,0.372612773,0.013746053
N1500.K10.onp10.xc30.nc5.maxK20.mu0.1.t11.t21.om2.i1,1,0.00490149,0.013801156,18.976,7.075333333,0.995333333,0.412032663,0.498549478,0.012659106
N1500.K10.onp10.xc30.nc5.maxK20.mu0.1.t11.t21.om4.i1,1,0.014550755,0.038565364,19.03466667,7.051333333,0.985333333,0.405140384,0.516354149,0.012698243
N1500.K10.onp10.xc30.nc5.maxK20.mu0.1.t11.t23.om2.i1,1,0.117766329,0.342551042,19.01066667,10.15133333,1,0.594789198,0.673659796,0.012682233
N1500.K10.onp10.xc30.nc5.maxK20.mu0.1.t11.t23.om4.i1,1,0.19031182,0.547276622,18.536,7.966,1,0.482937476,0.603809233,0.012365577
N1500.K10.onp10.xc30.nc5.maxK20.mu0.1.t12.t21.om2.i1,1,0.009365315,0.02684399,19.97333333,7.338,1,0.419159928,0.490175065,0.013324439
N1500.K10.onp10.xc30.nc5.maxK20.mu0.1.t12.t21.om4.i1,1,0.008729292,0.02319902,19.42666667,6.4,0.996,0.38928388,0.463881404,0.012959751
N1500.K10.onp10.xc30.nc5.maxK20.mu0.1.t12.t23.om2.i1,1,0.062147671,0.182673543,20.01066667,9.637333333,1,0.548150208,0.626224064,0.013349344
N1500.K10.onp10.xc30.nc5.maxK20.mu0.1.t12.t23.om4.i1,1,0.080198868,0.227727617,19.57866667,7.995333333,0.998666667,0.473563672,0.556350819,0.013061152
N1500.K10.onp10.xc30.nc5.maxK20.mu0.1.t13.t21.om2.i1,0,0.011677618,-0.03336506,19.656,6.868666667,0.998666667,0.423776684,0.472647167,0.013112742
N1500.K10.onp10.xc30.nc5.maxK20.mu0.1.t13.t21.om4.i1,0,0.001337452,-0.003584542,19.40266667,6.640666667,0.999333333,0.419710951,0.482647773,0.01294374
N1500.K10.onp10.xc30.nc5.maxK20.mu0.1.t13.t23.om2.i1,1,0.038402944,0.112761428,19.568,8.531333333,1,0.534581912,0.597412723,0.013054036
N1500.K10.onp10.xc30.nc5.maxK20.mu0.1.t13.t23.om4.i1,1,0.080152198,0.229601157,19.07466667,7.306,1,0.474059868,0.556842892,0.012724928
N1500.K10.onp10.xc30.nc5.maxK20.mu0.2.t11.t21.om2.i1,0,0.009773885,-0.027549064,19.568,5.892666667,0.995333333,0.328042655,0.386786075,0.013054036
N1500.K10.onp10.xc30.nc5.maxK20.mu0.2.t11.t21.om4.i1,0,0.031041905,-0.080751804,18.888,4.931333333,0.976,0.292205997,0.361305821,0.0126004
N1500.K10.onp10.xc30.nc5.maxK20.mu0.2.t11.t23.om2.i1,1,0.069747165,0.202244343,18.87733333,7.187333333,1,0.425358707,0.485081106,0.012593284
N1500.K10.onp10.xc30.nc5.maxK20.mu0.2.t11.t23.om4.i1,1,0.11027819,0.299443824,18.26666667,5.852,1,0.366406478,0.454012993,0.012185902
N1500.K10.onp10.xc30.nc5.maxK20.mu0.2.t12.t21.om2.i1,0,0.025715207,-0.072783165,19.92533333,5.484,0.998,0.316218398,0.363108551,0.013292417
N1500.K10.onp10.xc30.nc5.maxK20.mu0.2.t12.t21.om4.i1,0,0.033645702,-0.087801655,19.67733333,5.082,0.988666667,0.297533241,0.355936927,0.013126974
N1500.K10.onp10.xc30.nc5.maxK20.mu0.2.t12.t23.om2.i1,1,0.043657404,0.127840807,19.70133333,6.932666667,1,0.408546247,0.459024326,0.013142984
N1500.K10.onp10.xc30.nc5.maxK20.mu0.2.t12.t23.om4.i1,1,0.072536121,0.206407997,19.37866667,5.759333333,0.998666667,0.34808945,0.420637955,0.01292773
N1500.K10.onp10.xc30.nc5.maxK20.mu0.2.t13.t21.om2.i1,0,0.060808289,-0.173834854,19.69333333,4.858,1,0.300218356,0.34024741,0.013137647
N1500.K10.onp10.xc30.nc5.maxK20.mu0.2.t13.t21.om4.i1,0,0.041591444,-0.109503056,19.624,4.746666667,0.995333333,0.29406096,0.331368971,0.013091394
N1500.K10.onp10.xc30.nc5.maxK20.mu0.2.t13.t23.om2.i1,1,0.049331714,0.146538251,20.01333333,6.928666667,1,0.411039629,0.461940928,0.013351123
N1500.K10.onp10.xc30.nc5.maxK20.mu0.2.t13.t23.om4.i1,1,0.030089725,0.082764531,19.664,5.778666667,1,0.351623982,0.407239012,0.013118079
N1500.K10.onp10.xc30.nc5.maxK80.mu0.1.t12.t21.om2.i1,1,0.029181337,0.07429829,17.192,6.717333333,0.977333333,0.248929442,0.587977564,0.011468979
N1500.K10.onp10.xc30.nc5.maxK80.mu0.1.t12.t21.om4.i1,1,0.11152913,0.244283154,17.344,6.319333333,0.974,0.230709319,0.590943703,0.01157038
N1500.K10.onp10.xc30.nc5.maxK80.mu0.1.t12.t23.om2.i1,1,0.006692111,0.016782296,17.18133333,6.847333333,0.973333333,0.254804512,0.570269128,0.011461863
N1500.K10.onp10.xc30.nc5.maxK80.mu0.1.t12.t23.om4.i1,1,0.181486138,0.364029722,18.29333333,7.136,0.984,0.230678055,0.596252355,0.012203691
N1500.K10.onp10.xc30.nc5.maxK80.mu0.1.t13.t21.om2.i1,1,0.005773728,0.015319625,20.56,7.222,0.999333333,0.296107659,0.441388993,0.013715811
N1500.K10.onp10.xc30.nc5.maxK80.mu0.1.t13.t21.om4.i1,1,0.093608805,0.255001743,19.95466667,6.964,0.999333333,0.317333981,0.490387978,0.013311986
N1500.K10.onp10.xc30.nc5.maxK80.mu0.1.t13.t23.om2.i1,0,0.029443998,-0.08081868,20.45333333,7.065333333,1,0.29202028,0.411243312,0.013644652
N1500.K10.onp10.xc30.nc5.maxK80.mu0.1.t13.t23.om4.i1,1,0.264478889,0.756976728,19.97333333,8.158666667,1,0.349068713,0.582263737,0.013324439
N1500.K10.onp10.xc30.nc5.maxK80.mu0.2.t12.t21.om2.i1,0,0.061799523,-0.139039463,17.056,4.922666667,0.947333333,0.178016362,0.437907954,0.011378252
N1500.K10.onp10.xc30.nc5.maxK80.mu0.2.t12.t21.om4.i1,0,0.029093914,-0.057691988,17.07466667,4.563333333,0.934666667,0.173207824,0.415653808,0.011390705
N1500.K10.onp10.xc30.nc5.maxK80.mu0.2.t12.t23.om2.i1,0,0.009132553,-0.021201036,17.38933333,5.299333333,0.95,0.188999406,0.441679899,0.011600623
N1500.K10.onp10.xc30.nc5.maxK80.mu0.2.t12.t23.om4.i1,1,0.072213499,0.14468251,16.65866667,5.337333333,0.972,0.226448182,0.451776465,0.011113187
N1500.K10.onp10.xc30.nc5.maxK80.mu0.2.t13.t21.om2.i1,1,0.016524688,0.046576041,20.12,6.434,0.999333333,0.289070378,0.402881206,0.013422282
N1500.K10.onp10.xc30.nc5.maxK80.mu0.2.t13.t21.om4.i1,1,0.136761788,0.358300903,21.208,6.372666667,0.995333333,0.229261936,0.397581893,0.014148099
N1500.K10.onp10.xc30.nc5.maxK80.mu0.2.t13.t23.om2.i1,0,0.089456004,-0.238951153,20.448,5.535333333,0.994666667,0.232970754,0.324008877,0.013641094
N1500.K10.onp10.xc30.nc5.maxK80.mu0.2.t13.t23.om4.i1,1,0.201364149,0.545257416,20.43733333,6.317333333,1,0.258232126,0.437492626,0.013633978
N1500.K10.onp3.xc15.nc5.maxK20.mu0.1.t11.t21.om2.i1,1,0.22443407,0.628892539,18.48266667,6.34,0.998666667,0.395212567,0.519590043,0.012329998
N1500.K10.onp3.xc15.nc5.maxK20.mu0.1.t11.t21.om4.i1,1,0.180387395,0.374014415,18.71466667,3.506,0.984,0.210556519,0.345302108,0.012484768
N1500.K10.onp3.xc15.nc5.maxK20.mu0.1.t11.t23.om2.i1,1,0.246063786,0.647975069,18.23466667,7.049333333,1,0.452983764,0.569079878,0.012164554
N1500.K10.onp3.xc15.nc5.maxK20.mu0.1.t11.t23.om4.i1,1,0.323741007,0.680844776,18.97866667,3.976,1,0.2300423,0.401756053,0.012660885
N1500.K10.onp3.xc15.nc5.maxK20.mu0.1.t12.t21.om2.i1,1,0.190581068,0.553513975,19.65333333,6.758666667,1,0.401573867,0.491573776,0.013110963
N1500.K10.onp3.xc15.nc5.maxK20.mu0.1.t12.t21.om4.i1,1,0.185915241,0.421400526,19.25333333,3.719333333,0.997333333,0.227315324,0.330158218,0.012844118
N1500.K10.onp3.xc15.nc5.maxK20.mu0.1.t12.t23.om2.i1,1,0.200030699,0.570724184,19.584,7.010666667,1,0.421117266,0.521909818,0.01306471
N1500.K10.onp3.xc15.nc5.maxK20.mu0.1.t12.t23.om4.i1,1,0.239347727,0.54777725,19.41066667,3.821333333,0.999333333,0.230481577,0.340199818,0.012949077
N1500.K10.onp3.xc15.nc5.maxK20.mu0.1.t13.t21.om2.i1,1,0.181663304,0.536005669,19.86133333,6.779333333,1,0.411511587,0.482995899,0.013249722
N1500.K10.onp3.xc15.nc5.maxK20.mu0.1.t13.t21.om4.i1,1,0.168218761,0.402564456,19.17866667,3.718666667,1,0.236379303,0.320459211,0.012794307
N1500.K10.onp3.xc15.nc5.maxK20.mu0.1.t13.t23.om2.i1,1,0.198907991,0.573471402,19.648,6.924,1,0.434027971,0.509257366,0.013107405
N1500.K10.onp3.xc15.nc5.maxK20.mu0.1.t13.t23.om4.i1,1,0.253852527,0.600462941,19.24266667,3.746,1,0.236818814,0.329541229,0.012837002
N1500.K10.onp3.xc15.nc5.maxK20.mu0.2.t11.t21.om2.i1,1,0.113247335,0.30464763,18.86933333,5.01,0.996,0.297286249,0.389028929,0.012587948
N1500.K10.onp3.xc15.nc5.maxK20.mu0.2.t11.t21.om4.i1,1,0.061090299,0.114163841,19.21866667,2.843333333,0.965333333,0.161073065,0.255988157,0.012820992
N1500.K10.onp3.xc15.nc5.maxK20.mu0.2.t11.t23.om2.i1,1,0.224845852,0.573253104,18.53066667,5.346666667,1,0.333837466,0.427012574,0.012362019
N1500.K10.onp3.xc15.nc5.maxK20.mu0.2.t11.t23.om4.i1,1,0.144850976,0.25955444,18.60533333,2.746666667,0.986666667,0.165948363,0.273889277,0.01241183
N1500.K10.onp3.xc15.nc5.maxK20.mu0.2.t12.t21.om2.i1,1,0.103308921,0.281658337,19.51466667,4.858666667,1,0.293437123,0.352443543,0.013018457
N1500.K10.onp3.xc15.nc5.maxK20.mu0.2.t12.t21.om4.i1,1,0.02662089,0.049812583,18.90133333,2.704,0.975333333,0.173180382,0.236298987,0.012609295
N1500.K10.onp3.xc15.nc5.maxK20.mu0.2.t12.t23.om2.i1,1,0.119656407,0.324724663,19.89333333,5.282666667,1,0.306277056,0.376105825,0.01327107
N1500.K10.onp3.xc15.nc5.maxK20.mu0.2.t12.t23.om4.i1,1,0.111406824,0.223516846,19.696,2.919333333,0.988666667,0.170190439,0.244092226,0.013139426
N1500.K10.onp3.xc15.nc5.maxK20.mu0.2.t13.t21.om2.i1,1,0.128620117,0.36575218,19.528,4.865333333,1,0.306012915,0.355063782,0.013027352
N1500.K10.onp3.xc15.nc5.maxK20.mu0.2.t13.t21.om4.i1,1,0.056991968,0.117560518,19.01333333,2.734666667,0.995333333,0.179815012,0.231388439,0.012684012
N1500.K10.onp3.xc15.nc5.maxK20.mu0.2.t13.t23.om2.i1,1,0.131515805,0.371662061,19.76,4.941333333,1,0.303650193,0.351603957,0.013182121
N1500.K10.onp3.xc15.nc5.maxK20.mu0.2.t13.t23.om4.i1,1,0.087278551,0.179433813,19.09333333,2.798666667,0.996,0.182125813,0.237733098,0.01273738
N1500.K10.onp3.xc15.nc5.maxK80.mu0.1.t12.t21.om2.i1,1,0.07438363,0.166805012,17.71466667,5.819333333,0.942,0.205846749,0.49090072,0.011817656
N1500.K10.onp3.xc15.nc5.maxK80.mu0.1.t12.t21.om4.i1,0,0.062054045,-0.074976808,17.99466667,4.132666667,0.897333333,0.134280185,0.42209991,0.012004447
N1500.K10.onp3.xc15.nc5.maxK80.mu0.1.t12.t23.om2.i1,1,0.031010666,0.062282185,16.992,5.145333333,0.95,0.186117921,0.478739955,0.011335557
N1500.K10.onp3.xc15.nc5.maxK80.mu0.1.t12.t23.om4.i1,0,0.084484514,-0.109009646,17.208,3.714666667,0.884,0.14539698,0.412267396,0.011479653
N1500.K10.onp3.xc15.nc5.maxK80.mu0.1.t13.t21.om2.i1,1,0.085042617,0.22038809,21.38933333,6.51,0.997333333,0.225223147,0.362092929,0.014269068
N1500.K10.onp3.xc15.nc5.maxK80.mu0.1.t13.t21.om4.i1,1,0.2180678,0.467210087,19.99733333,4.467333333,0.994,0.188470337,0.352834636,0.013340449
N1500.K10.onp3.xc15.nc5.maxK80.mu0.1.t13.t23.om2.i1,1,0.001679161,0.004186048,20.88266667,5.953333333,1,0.225139294,0.351298646,0.013931065
N1500.K10.onp3.xc15.nc5.maxK80.mu0.1.t13.t23.om4.i1,1,0.214846977,0.448477275,20.656,4.874,0.993333333,0.189965182,0.365286245,0.013779853
N1500.K10.onp3.xc15.nc5.maxK80.mu0.2.t12.t21.om2.i1,1,0.024701743,0.048298386,17.36533333,4.248666667,0.910666667,0.144074694,0.362558794,0.011584612
N1500.K10.onp3.xc15.nc5.maxK80.mu0.2.t12.t21.om4.i1,0,0.073540623,-0.077213009,17.54666667,2.921333333,0.866666667,0.099129805,0.313583594,0.011705581
N1500.K10.onp3.xc15.nc5.maxK80.mu0.2.t12.t23.om2.i1,1,0.053660633,0.09544351,16.752,3.805333333,0.911333333,0.141573312,0.363247412,0.01117545
N1500.K10.onp3.xc15.nc5.maxK80.mu0.2.t12.t23.om4.i1,0,0.204084588,-0.227555494,17.304,2.794666667,0.861333333,0.103956222,0.297505313,0.011543696
N1500.K10.onp3.xc15.nc5.maxK80.mu0.2.t13.t21.om2.i1,0,0.068351996,-0.163129317,20.66933333,4.472,0.989333333,0.174979132,0.257146135,0.013788748
N1500.K10.onp3.xc15.nc5.maxK80.mu0.2.t13.t21.om4.i1,1,0.101554257,0.178118196,19.74133333,3.086,0.973333333,0.146235902,0.245581907,0.013169669
N1500.K10.onp3.xc15.nc5.maxK80.mu0.2.t13.t23.om2.i1,0,0.007154055,-0.01665612,20.89866667,4.770666667,0.992,0.182340151,0.270764201,0.013941739
N1500.K10.onp3.xc15.nc5.maxK80.mu0.2.t13.t23.om4.i1,1,0.103701138,0.179997629,19.59733333,3.056666667,0.973333333,0.142338259,0.247425062,0.013073605
N1500.K10.onp3.xc30.nc5.maxK20.mu0.1.t11.t21.om2.i1,0,0.000543988,-0.001413481,19.008,5.352,0.992,0.314227934,0.397560873,0.012680454
N1500.K10.onp3.xc30.nc5.maxK20.mu0.1.t11.t21.om4.i1,1,0.062452077,0.132773843,18.97066667,3.671333333,0.950666667,0.21348271,0.304036443,0.012655548
N1500.K10.onp3.xc30.nc5.maxK20.mu0.1.t11.t23.om2.i1,1,0.219691334,0.601095071,18.256,6.344,1,0.405799574,0.519922815,0.012178786
N1500.K10.onp3.xc30.nc5.maxK20.mu0.1.t11.t23.om4.i1,1,0.271759612,0.596963492,18.86133333,3.878666667,0.998,0.228353874,0.37295992,0.012582611
N1500.K10.onp3.xc30.nc5.maxK20.mu0.1.t12.t21.om2.i1,1,0.013011151,0.034580193,19.76266667,5.326666667,0.998666667,0.310588784,0.368921655,0.0131839
N1500.K10.onp3.xc30.nc5.maxK20.mu0.1.t12.t21.om4.i1,1,0.036493623,0.079542713,19.568,3.866666667,0.986666667,0.229769702,0.299106529,0.013054036
N1500.K10.onp3.xc30.nc5.maxK20.mu0.1.t12.t23.om2.i1,1,0.137547915,0.391553328,19.38666667,6.366,0.999333333,0.389029971,0.470856701,0.012933066
N1500.K10.onp3.xc30.nc5.maxK20.mu0.1.t12.t23.om4.i1,1,0.191808293,0.424205708,19.216,3.674666667,0.995333333,0.22443606,0.32210819,0.012819213
N1500.K10.onp3.xc30.nc5.maxK20.mu0.1.t13.t21.om2.i1,0,0.001773076,-0.004730323,19.872,5.38,0.998,0.32457434,0.367670348,0.013256838
N1500.K10.onp3.xc30.nc5.maxK20.mu0.1.t13.t21.om4.i1,1,0.054336305,0.122510636,19.24533333,3.486,0.996,0.223828209,0.271250956,0.012838781
N1500.K10.onp3.xc30.nc5.maxK20.mu0.1.t13.t23.om2.i1,1,0.129132148,0.365888348,19.60533333,6.377333333,1,0.396797743,0.464838089,0.013078942
N1500.K10.onp3.xc30.nc5.maxK20.mu0.1.t13.t23.om4.i1,1,0.150249631,0.342647571,19.10933333,3.7,0.998666667,0.236512401,0.308869898,0.012748054
N1500.K10.onp3.xc30.nc5.maxK20.mu0.2.t11.t21.om2.i1,0,0.040333476,-0.104198756,19.416,4.312,0.985333333,0.239112754,0.299746531,0.012952635
N1500.K10.onp3.xc30.nc5.maxK20.mu0.2.t11.t21.om4.i1,0,0.13425691,-0.250184268,19.31733333,2.846,0.914,0.160161575,0.221527128,0.012886813
N1500.K10.onp3.xc30.nc5.maxK20.mu0.2.t11.t23.om2.i1,1,0.156263076,0.420276133,18.736,5.142666667,0.999333333,0.311622208,0.396086006,0.012498999
N1500.K10.onp3.xc30.nc5.maxK20.mu0.2.t11.t23.om4.i1,1,0.075022561,0.13792265,18.752,2.856666667,0.978,0.16995875,0.252394133,0.012509673
N1500.K10.onp3.xc30.nc5.maxK20.mu0.2.t12.t21.om2.i1,0,0.079544494,-0.210064832,19.77066667,3.896,0.996,0.227431344,0.268676999,0.013189237
N1500.K10.onp3.xc30.nc5.maxK20.mu0.2.t12.t21.om4.i1,0,0.140577216,-0.273304848,19.17333333,2.684,0.954666667,0.165744947,0.207823623,0.012790749
N1500.K10.onp3.xc30.nc5.maxK20.mu0.2.t12.t23.om2.i1,1,0.102814011,0.278170062,19.784,4.962,0.998666667,0.288928858,0.355289534,0.013198132
N1500.K10.onp3.xc30.nc5.maxK20.mu0.2.t12.t23.om4.i1,1,0.065108171,0.125855982,19.544,2.827333333,0.981333333,0.167540163,0.229750332,0.013038025
N1500.K10.onp3.xc30.nc5.maxK20.mu0.2.t13.t21.om2.i1,0,0.09298979,-0.253737082,19.84533333,3.837333333,0.994666667,0.232365369,0.26256966,0.013239048
N1500.K10.onp3.xc30.nc5.maxK20.mu0.2.t13.t21.om4.i1,0,0.067353916,-0.126610216,19.35466667,2.544,0.972666667,0.161023982,0.194713254,0.012911719
N1500.K10.onp3.xc30.nc5.maxK20.mu0.2.t13.t23.om2.i1,1,0.113211141,0.312494184,19.36533333,4.628666667,1,0.29454021,0.339329882,0.012918835
N1500.K10.onp3.xc30.nc5.maxK20.mu0.2.t13.t23.om4.i1,1,0.026857281,0.051246703,19.09866667,2.741333333,0.992,0.177905971,0.224493571,0.012740938
N1500.K10.onp3.xc30.nc5.maxK80.mu0.1.t12.t21.om2.i1,0,0.057165561,-0.114746336,16.63733333,4.743333333,0.93,0.197084134,0.452512628,0.011098955
N1500.K10.onp3.xc30.nc5.maxK80.mu0.1.t12.t21.om4.i1,0,0.047610757,-0.061831027,17.49066667,3.730666667,0.878666667,0.135431877,0.392111853,0.011668223
N1500.K10.onp3.xc30.nc5.maxK80.mu0.1.t12.t23.om2.i1,1,0.037677994,0.07628306,17.44266667,5.569333333,0.941333333,0.198341221,0.472878189,0.011636202
N1500.K10.onp3.xc30.nc5.maxK80.mu0.1.t12.t23.om4.i1,0,0.256345185,-0.338103042,16.54933333,3.691333333,0.925333333,0.157614574,0.437874337,0.011040249
N1500.K10.onp3.xc30.nc5.maxK80.mu0.1.t13.t21.om2.i1,0,0.075477073,-0.189215959,19.81866667,4.738666667,0.994,0.208878615,0.305272176,0.013221259
N1500.K10.onp3.xc30.nc5.maxK80.mu0.1.t13.t21.om4.i1,1,0.076423357,0.147338707,19.99466667,4.197333333,0.98,0.185883557,0.315145462,0.01333867
N1500.K10.onp3.xc30.nc5.maxK80.mu0.1.t13.t23.om2.i1,0,0.093310762,-0.236332829,19.672,4.486,0.996,0.206580025,0.296600805,0.013123416
N1500.K10.onp3.xc30.nc5.maxK80.mu0.1.t13.t23.om4.i1,1,0.231323546,0.484072987,20.05333333,4.678,0.994666667,0.191934572,0.37214896,0.013377807
N1500.K10.onp3.xc30.nc5.maxK80.mu0.2.t12.t21.om2.i1,0,0.039915569,-0.071950123,17.632,4.384666667,0.904,0.150743749,0.352434203,0.011762508
N1500.K10.onp3.xc30.nc5.maxK80.mu0.2.t12.t21.om4.i1,0,0.331087387,-0.427401107,17.17066667,2.972666667,0.829333333,0.107274317,0.288232254,0.011454748
N1500.K10.onp3.xc30.nc5.maxK80.mu0.2.t12.t23.om2.i1,0,0.0394293,-0.078678406,16.928,3.858666667,0.916,0.153985314,0.349450315,0.011292862
N1500.K10.onp3.xc30.nc5.maxK80.mu0.2.t12.t23.om4.i1,0,0.346037886,-0.440913598,16.52266667,2.697333333,0.872,0.118377936,0.300524771,0.011022459
N1500.K10.onp3.xc30.nc5.maxK80.mu0.2.t13.t21.om2.i1,0,0.010204383,-0.02460284,20.62666667,4.452,0.990666667,0.172573004,0.264201489,0.013760285
N1500.K10.onp3.xc30.nc5.maxK80.mu0.2.t13.t21.om4.i1,0,0.014969323,-0.024833806,20.352,3.354,0.956666667,0.135804135,0.233854693,0.013577051
N1500.K10.onp3.xc30.nc5.maxK80.mu0.2.t13.t23.om2.i1,0,0.079212096,-0.180751742,20.61066667,4.398666667,0.986,0.165837229,0.25840663,0.013749611
N1500.K10.onp3.xc30.nc5.maxK80.mu0.2.t13.t23.om4.i1,1,0.152802266,0.276944511,19.49866667,3.245333333,0.982,0.147094669,0.267692689,0.013007783
N1500.K20.onp10.xc15.nc5.maxK20.mu0.1.t11.t21.om2.i1,1,0.023615932,0.07043968,39.944,33.526,1,0.530762086,0.531340964,0.026647098
N1500.K20.onp10.xc15.nc5.maxK20.mu0.1.t11.t21.om4.i1,1,0.133106229,0.395833242,38.37866667,31.64,1,0.538371952,0.552066747,0.025602846
